Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,rdkit_smiles,inchi_key,compound_id,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
Bendroflumethiazide,-3.741,1,421.4220000000001,3,3,3,118.36,-3.59,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,HDWIHXWEUNVBIY-UHFFFAOYSA-N,HDWIHXWEUNVBIY-UHFFFAOYSA-N,-3.59,,-0.0,0
"2,3,3',4,4',5-PCB",-7.425,1,360.88200000000006,0,2,1,0.0,-7.82,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,LCXMEXLGMKFLQO-UHFFFAOYSA-N,LCXMEXLGMKFLQO-UHFFFAOYSA-N,-7.82,,-0.0,0
Vinclozolin,-4.377,1,286.11400000000003,0,2,2,46.61,-4.925,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,FSCWZHGZWWDELK-UHFFFAOYSA-N,FSCWZHGZWWDELK-UHFFFAOYSA-N,-4.925,,-0.0,0
Cyanazine,-2.49,1,240.698,2,1,4,86.52,-3.15,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,MZZBPDKVEFVLFF-UHFFFAOYSA-N,MZZBPDKVEFVLFF-UHFFFAOYSA-N,-3.15,,-0.0,0
Triphenylene,-5.568,2,228.294,0,4,0,0.0,-6.726,c1ccc2c(c1)c3ccccc3c4ccccc24,c1ccc2c(c1)c1ccccc1c1ccccc21,SLGBZMMZGDRARJ-UHFFFAOYSA-N,SLGBZMMZGDRARJ-UHFFFAOYSA-N,-6.726,,-0.0,0
Dienestrol,-4.775,1,266.34,2,2,3,40.46,-4.95,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,NFDFQCUYFHCNBW-UHFFFAOYSA-N,NFDFQCUYFHCNBW-UHFFFAOYSA-N,-4.95,,-0.0,0
Di(2-ethylhexyl)-phthalate,-7.117000000000001,1,390.5640000000003,0,1,14,52.60000000000001,-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,-6.96,,-0.0,0
2-Ethyl pyridine,-2.051,1,107.15599999999998,0,1,1,12.89,0.51,CCc1ccccn1,CCc1ccccn1,NRGGMCIBEHEAIL-UHFFFAOYSA-N,NRGGMCIBEHEAIL-UHFFFAOYSA-N,0.51,,0.0,0
Naled,-3.548,1,380.784,0,0,5,44.760000000000005,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,BUYMVQAILCEWRR-UHFFFAOYSA-N,BUYMVQAILCEWRR-UHFFFAOYSA-N,-2.28,,-0.0,0
Biphenyl,-4.079,2,154.21199999999996,0,2,1,0.0,-4.345,c1ccc(cc1)c2ccccc2,c1ccc(-c2ccccc2)cc1,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,-4.345,,-0.0,0
"2,2',4,4',6,6'-PCB",-7.178999999999999,1,360.88200000000006,0,2,1,0.0,-8.71,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,ICOAEPDGFWLUTI-UHFFFAOYSA-N,ICOAEPDGFWLUTI-UHFFFAOYSA-N,-8.71,,-0.0,0
Altretamine,-2.492,1,210.285,0,1,3,48.39000000000001,-3.364,CN(C)c1nc(nc(n1)N(C)C)N(C)C,CN(C)c1nc(N(C)C)nc(N(C)C)n1,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,-3.364,,-0.0,0
"2,4-Dimethyl-2-pentanol ",-1.6469999999999998,1,116.20399999999998,1,0,2,20.23,-0.92,CC(C)CC(C)(C)O,CC(C)CC(C)(C)O,FMLSQAUAAGVTJO-UHFFFAOYSA-N,FMLSQAUAAGVTJO-UHFFFAOYSA-N,-0.92,,-0.0,0
Cycloheptyl-5-spirobarbituric acid,-1.844,1,210.233,2,2,0,75.27,-3.168,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,RSWPVXFVQHCCCI-UHFFFAOYSA-N,RSWPVXFVQHCCCI-UHFFFAOYSA-N,-3.168,,-0.0,0
Fructose,0.471,1,180.156,5,1,2,110.38,0.64,OCC1OC(O)(CO)C(O)C1O,OCC1OC(O)(CO)C(O)C1O,RFSUNEUAIZKAJO-UHFFFAOYSA-N,RFSUNEUAIZKAJO-UHFFFAOYSA-N,0.64,,0.0,0
"3,5-Dimethylphenol",-2.652,1,122.16699999999996,1,1,0,20.23,-1.4,Cc1cc(C)cc(O)c1,Cc1cc(C)cc(O)c1,TUAMRELNJMMDMT-UHFFFAOYSA-N,TUAMRELNJMMDMT-UHFFFAOYSA-N,-1.4,,-0.0,0
Barban,-4.16,1,258.104,1,1,2,38.33,-4.37,ClCC#CCOC(=O)Nc1cccc(Cl)c1,O=C(Nc1cccc(Cl)c1)OCC#CCCl,MCOQHIWZJUDQIC-UHFFFAOYSA-N,MCOQHIWZJUDQIC-UHFFFAOYSA-N,-4.37,,-0.0,0
p-Chloroacetanilide,-2.642,1,169.611,1,1,1,29.1,-2.843,CC(=O)Nc1ccc(Cl)cc1,CC(=O)Nc1ccc(Cl)cc1,GGUOCFNAWIODMF-UHFFFAOYSA-N,GGUOCFNAWIODMF-UHFFFAOYSA-N,-2.843,,-0.0,0
"2,2',3,4,5,5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,PYZHTHZEHQHHEN-UHFFFAOYSA-N,PYZHTHZEHQHHEN-UHFFFAOYSA-N,-8.94,,-0.0,0
"2,2-Dimethylbutane",-2.584,1,86.17799999999998,0,0,0,0.0,-3.55,CCC(C)(C)C,CCC(C)(C)C,HNRMPXKDFBEGFZ-UHFFFAOYSA-N,HNRMPXKDFBEGFZ-UHFFFAOYSA-N,-3.55,,-0.0,0
N-Methylaniline ,-2.097,1,107.15599999999998,1,1,1,12.03,-1.28,CNc1ccccc1,CNc1ccccc1,AFBPFSWMIHJQDM-UHFFFAOYSA-N,AFBPFSWMIHJQDM-UHFFFAOYSA-N,-1.28,,-0.0,0
"1,4-Pentadiene ",-1.758,1,68.119,0,0,2,0.0,-2.09,C=CCC=C,C=CCC=C,QYZLKGVUSQXAMU-UHFFFAOYSA-N,QYZLKGVUSQXAMU-UHFFFAOYSA-N,-2.09,,-0.0,0
Hydrocortisone 21-acetate,-3.692,1,404.5030000000002,2,4,3,100.90000000000002,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,ALEXXDVDDISNDU-UHFFFAOYSA-N,ALEXXDVDDISNDU-UHFFFAOYSA-N,-4.88,,-0.0,0
DNOC,-2.818,1,198.134,1,1,2,106.51000000000002,-1.456,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,ZXVONLUNISGICL-UHFFFAOYSA-N,ZXVONLUNISGICL-UHFFFAOYSA-N,-1.456,,-0.0,0
Lorazepam,-3.75,1,321.163,2,3,1,61.690000000000005,-3.604,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,DIWRORZWFLOCLC-UHFFFAOYSA-N,-3.604,,-0.0,0
3-Chlorophenol,-2.761,1,128.558,1,1,0,20.23,-0.7,Oc1cccc(Cl)c1,Oc1cccc(Cl)c1,HORNXRXVQWOLPJ-UHFFFAOYSA-N,HORNXRXVQWOLPJ-UHFFFAOYSA-N,-0.7,,-0.0,0
m-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.21,Clc1cccc(Br)c1,Clc1cccc(Br)c1,JRGGUPZKKTVKOV-UHFFFAOYSA-N,JRGGUPZKKTVKOV-UHFFFAOYSA-N,-3.21,,-0.0,0
chlorothiazide,-1.7519999999999998,1,295.72900000000004,2,2,1,118.69,-3.05,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N,JBMKAUGHUNFTOL-UHFFFAOYSA-N,-3.05,,-0.0,0
5-Methyl-5-ethylbarbituric acid,-0.911,1,170.16799999999998,2,1,1,75.27000000000001,-1.228,O=C1NC(=O)NC(=O)C1(C)CC,CCC1(C)C(=O)NC(=O)NC1=O,RCFRTWDBBMGLGK-UHFFFAOYSA-N,RCFRTWDBBMGLGK-UHFFFAOYSA-N,-1.228,,-0.0,0
2-Phenoxyethanol,-1.761,1,138.16599999999997,1,1,3,29.46,-0.7,OCCOc1ccccc1,OCCOc1ccccc1,QCDWFXQBSFUVSP-UHFFFAOYSA-N,QCDWFXQBSFUVSP-UHFFFAOYSA-N,-0.7,,-0.0,0
Diphenylmethane,-4.09,2,168.239,0,2,2,0.0,-4.08,C(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,CZZYITDELCSZES-UHFFFAOYSA-N,CZZYITDELCSZES-UHFFFAOYSA-N,-4.08,,-0.0,0
3-Octanol,-2.033,1,130.23099999999997,1,0,5,20.23,-1.98,CCCCCC(O)CC,CCCCCC(O)CC,NMRPBPVERJPACX-UHFFFAOYSA-N,NMRPBPVERJPACX-UHFFFAOYSA-N,-1.98,,-0.0,0
Flumetralin,-6.584,1,421.7340000000001,0,2,6,89.51999999999998,-6.78,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],PWNAWOCHVWERAR-UHFFFAOYSA-N,PWNAWOCHVWERAR-UHFFFAOYSA-N,-6.78,,-0.0,0
Propazine,-3.329,1,229.71500000000003,2,1,4,62.73,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,WJNRPILHGGKWCK-UHFFFAOYSA-N,WJNRPILHGGKWCK-UHFFFAOYSA-N,-4.43,,-0.0,0
2-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.11,CCCC(C)CO,CCCC(C)CO,PFNHSEQQEPMLNI-UHFFFAOYSA-N,PFNHSEQQEPMLNI-UHFFFAOYSA-N,-1.11,,-0.0,0
2-Methyl-2-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-1.08,CCCCC(C)(C)O,CCCCC(C)(C)O,KRIMXCDMVRMCTC-UHFFFAOYSA-N,KRIMXCDMVRMCTC-UHFFFAOYSA-N,-1.08,,-0.0,0
Ethylbenzene,-2.988,1,106.16799999999996,0,1,1,0.0,-2.77,CCc1ccccc1,CCc1ccccc1,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,-2.77,,-0.0,0
5-(3-Methyl-2-butenyl)-5-ethylbarbital,-2.126,1,224.26,2,1,3,75.27000000000001,-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,VDVCBHJNKZNXKT-UHFFFAOYSA-N,VDVCBHJNKZNXKT-UHFFFAOYSA-N,-2.253,,-0.0,0
Heptachlor,-5.26,1,373.3209999999999,0,3,0,0.0,-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,FRCCEHPWNOQAEU-UHFFFAOYSA-N,FRCCEHPWNOQAEU-UHFFFAOYSA-N,-6.317,,-0.0,0
butallylonal,-2.766,1,303.156,2,1,4,75.27000000000001,-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,FWZMBTIUIQUJFF-UHFFFAOYSA-N,FWZMBTIUIQUJFF-UHFFFAOYSA-N,-2.647,,-0.0,0
Fenpropathrin,-6.15,1,349.43000000000006,0,3,5,59.32000000000001,-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,XQUXKZZNEFRCAW-UHFFFAOYSA-N,XQUXKZZNEFRCAW-UHFFFAOYSA-N,-6.025,,-0.0,0
Methoprene,-4.795,1,310.47800000000007,0,0,10,35.53,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,NFGXHKASABOEEW-UHFFFAOYSA-N,NFGXHKASABOEEW-UHFFFAOYSA-N,-5.19,,-0.0,0
Ethyl propionate,-1.1909999999999998,1,102.133,0,0,2,26.3,-0.66,CCOC(=O)CC,CCOC(=O)CC,FKRCODPIKNYEAC-UHFFFAOYSA-N,FKRCODPIKNYEAC-UHFFFAOYSA-N,-0.66,,-0.0,0
Prometryn,-3.693,1,241.364,2,1,5,62.73,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1,CSc1nc(NC(C)C)nc(NC(C)C)n1,AAEVYOVXGOFMJO-UHFFFAOYSA-N,AAEVYOVXGOFMJO-UHFFFAOYSA-N,-4.1,,-0.0,0
Buturon,-3.199,1,236.702,1,1,2,32.34,-3.9,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,BYYMILHAKOURNM-UHFFFAOYSA-N,BYYMILHAKOURNM-UHFFFAOYSA-N,-3.9,,-0.0,0
"2,3-Dimethylnaphthalene",-4.1160000000000005,1,156.22799999999998,0,2,0,0.0,-4.72,Cc1cc2ccccc2cc1C,Cc1cc2ccccc2cc1C,WWGUMAYGTYQSGA-UHFFFAOYSA-N,WWGUMAYGTYQSGA-UHFFFAOYSA-N,-4.72,,-0.0,0
"2,4',5-PCB",-5.7620000000000005,1,257.547,0,2,1,0.0,-6.25,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,VAHKBZSAUKPEOV-UHFFFAOYSA-N,VAHKBZSAUKPEOV-UHFFFAOYSA-N,-6.25,,-0.0,0
"2,3',4,4',5-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.39,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,-7.39,,-0.0,0
2-cyanoguanidine,0.361,1,84.082,2,0,0,88.19,-0.31,NC(N)=NC#N ,N#CN=C(N)N,QGBSISYHAICWAH-UHFFFAOYSA-N,QGBSISYHAICWAH-UHFFFAOYSA-N,-0.31,,-0.0,0
Chloropicrin,-1.866,1,164.375,0,0,0,43.14,-2.0,ClC(Cl)(Cl)N(=O)=O,O=[N+]([O-])C(Cl)(Cl)Cl,LFHISGNCFUNFFM-UHFFFAOYSA-N,LFHISGNCFUNFFM-UHFFFAOYSA-N,-2.0,,-0.0,0
"2,6-PCB",-4.984,1,223.102,0,2,1,0.0,-5.21,Clc1cccc(Cl)c1c2ccccc2 ,Clc1cccc(Cl)c1-c1ccccc1,IYZWUWBAFUBNCH-UHFFFAOYSA-N,IYZWUWBAFUBNCH-UHFFFAOYSA-N,-5.21,,-0.0,0
p-Methoxybenzaldehyde,-2.252,1,136.14999999999998,0,1,2,26.3,-1.49,COc1ccc(C=O)cc1,COc1ccc(C=O)cc1,ZRSNZINYAWTAHE-UHFFFAOYSA-N,ZRSNZINYAWTAHE-UHFFFAOYSA-N,-1.49,,-0.0,0
4-Nitroacetanilide,-2.219,1,180.163,1,1,2,72.24000000000001,-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O,CC(=O)Nc1ccc([N+](=O)[O-])cc1,NQRLPDFELNCFHW-UHFFFAOYSA-N,NQRLPDFELNCFHW-UHFFFAOYSA-N,-2.692,,-0.0,0
Ethyl heptanoate,-2.608,1,158.241,0,0,6,26.3,-2.74,CCCCCCC(=O)OCC,CCCCCCC(=O)OCC,TVQGDYNRXLTQAP-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,-2.74,,-0.0,0
p-Hydroxyacetanilide,-1.495,1,151.165,2,1,1,49.33,-1.03,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,RZVAJINKPMORJF-UHFFFAOYSA-N,-1.03,,-0.0,0
indazole,-2.34,2,118.13899999999998,1,2,0,28.68,-2.16,c2ccc1[nH]ncc1c2 ,c1ccc2[nH]ncc2c1,BAXOFTOLAUCFNW-UHFFFAOYSA-N,BAXOFTOLAUCFNW-UHFFFAOYSA-N,-2.16,,-0.0,0
triamcinolone acetonide,-3.928,1,434.50400000000025,2,5,2,93.06000000000002,-4.31,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,YNDXUCZADRHECN-UHFFFAOYSA-N,YNDXUCZADRHECN-UHFFFAOYSA-N,-4.31,,-0.0,0
guanine,-0.67,1,151.129,3,2,0,100.45,-3.583,Nc2nc1[nH]cnc1c(=O)[nH]2 ,Nc1nc2[nH]cnc2c(=O)[nH]1,UYTPUPDQBNUYGX-UHFFFAOYSA-N,UYTPUPDQBNUYGX-UHFFFAOYSA-N,-3.583,,-0.0,0
Methyl acetate,-0.416,1,74.07900000000001,0,0,0,26.3,0.46,COC(=O)C,COC(C)=O,KXKVLQRXCPHEJC-UHFFFAOYSA-N,KXKVLQRXCPHEJC-UHFFFAOYSA-N,0.46,,0.0,0
Stanolone,-3.882,1,290.44699999999995,1,4,0,37.3,-4.743,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,NVKAWKQGWWIWPM-UHFFFAOYSA-N,NVKAWKQGWWIWPM-UHFFFAOYSA-N,-4.743,,-0.0,0
1-Hexene-3-ol,-1.199,1,100.161,1,0,3,20.23,-0.59,CCCC(O)C=C,C=CC(O)CCC,BVOSSZSHBZQJOI-UHFFFAOYSA-N,BVOSSZSHBZQJOI-UHFFFAOYSA-N,-0.59,,-0.0,0
norbormide,-4.238,1,511.5810000000002,2,7,5,92.18,-3.931,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,DNTHHIVFNQZZRD-UHFFFAOYSA-N,DNTHHIVFNQZZRD-UHFFFAOYSA-N,-3.931,,-0.0,0
Dibutyl ether ,-2.135,1,130.231,0,0,6,9.23,-1.85,CCCCOCCCC,CCCCOCCCC,DURPTKYDGMDSBL-UHFFFAOYSA-N,DURPTKYDGMDSBL-UHFFFAOYSA-N,-1.85,,-0.0,0
1-Dodecanol,-3.523,1,186.339,1,0,10,20.23,-4.8,CCCCCCCCCCCCO,CCCCCCCCCCCCO,LQZZUXJYWNFBMV-UHFFFAOYSA-N,LQZZUXJYWNFBMV-UHFFFAOYSA-N,-4.8,,-0.0,0
RTI 6,-3.335,1,313.36100000000005,2,3,4,81.59000000000002,-3.36,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,RSPPUQXSQYBMEE-UHFFFAOYSA-N,RSPPUQXSQYBMEE-UHFFFAOYSA-N,-3.36,,-0.0,0
2-Methyl-2-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.49,CCCC(C)(C)O,CCCC(C)(C)O,WFRBDWRZVBPBDO-UHFFFAOYSA-N,WFRBDWRZVBPBDO-UHFFFAOYSA-N,-0.49,,-0.0,0
Flucytosine,-0.132,1,129.09399999999997,2,1,0,71.77,-0.972,Nc1nc(=O)[nH]cc1F,Nc1nc(=O)[nH]cc1F,XRECTZIEBJDKEO-UHFFFAOYSA-N,XRECTZIEBJDKEO-UHFFFAOYSA-N,-0.972,,-0.0,0
stadacaine,-5.127999999999999,1,293.40700000000004,0,1,9,38.77,-3.84,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,VZPIPJKBIZCCCK-UHFFFAOYSA-N,VZPIPJKBIZCCCK-UHFFFAOYSA-N,-3.84,,-0.0,0
2-Methyl-2-heptanol,-2.017,1,130.231,1,0,4,20.23,-1.72,CCCCCC(C)(C)O,CCCCCC(C)(C)O,ACBMYYVZWKYLIP-UHFFFAOYSA-N,ACBMYYVZWKYLIP-UHFFFAOYSA-N,-1.72,,-0.0,0
Hexamethylbenzene,-4.361000000000001,1,162.27599999999998,0,1,0,0.0,-5.23,Cc1c(C)c(C)c(C)c(C)c1C,Cc1c(C)c(C)c(C)c(C)c1C,YUWFEBAXEOLKSG-UHFFFAOYSA-N,YUWFEBAXEOLKSG-UHFFFAOYSA-N,-5.23,,-0.0,0
Thymol,-3.129,1,150.22099999999998,1,1,1,20.23,-2.22,CC(C)c1ccc(C)cc1O,Cc1ccc(C(C)C)c(O)c1,MGSRCZKZVOBKFT-UHFFFAOYSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,-2.22,,-0.0,0
Pteridine,-0.906,2,132.12599999999998,0,2,0,51.56,0.02,c2cnc1ncncc1n2,c1cnc2ncncc2n1,CPNGPNLZQNNVQM-UHFFFAOYSA-N,CPNGPNLZQNNVQM-UHFFFAOYSA-N,0.02,,0.0,0
Parathion,-3.949,1,291.26500000000004,0,1,7,70.83000000000001,-4.66,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,LCCNCVORNKJIRZ-UHFFFAOYSA-N,LCCNCVORNKJIRZ-UHFFFAOYSA-N,-4.66,,-0.0,0
Methane,-0.636,0,16.043,0,0,0,0.0,-0.9,C,C,VNWKTOKETHGBQD-UHFFFAOYSA-N,VNWKTOKETHGBQD-UHFFFAOYSA-N,-0.9,,-0.0,0
indoline,-2.195,2,119.167,1,2,0,12.03,-1.04,c2ccc1NCCc1c2 ,c1ccc2c(c1)CCN2,LPAGFVYQRIESJQ-UHFFFAOYSA-N,LPAGFVYQRIESJQ-UHFFFAOYSA-N,-1.04,,-0.0,0
1-Nitronapthalene,-3.414,1,173.171,0,2,1,43.14,-3.54,O=N(=O)c1cccc2ccccc12,O=[N+]([O-])c1cccc2ccccc12,RJKGJBPXVHTNJL-UHFFFAOYSA-N,RJKGJBPXVHTNJL-UHFFFAOYSA-N,-3.54,,-0.0,0
3-Methyl-2-pentanone,-1.266,1,100.161,0,0,2,17.07,-0.67,CCC(C)C(=O)C,CCC(C)C(C)=O,UIHCLUNTQKBZGK-UHFFFAOYSA-N,UIHCLUNTQKBZGK-UHFFFAOYSA-N,-0.67,,-0.0,0
isoguanine,-1.74,1,151.129,3,2,0,100.71,-3.401,Nc1nc(O)nc2nc[nH]c12 ,Nc1nc(O)nc2nc[nH]c12,DRAVOWXCEBXPTN-UHFFFAOYSA-N,DRAVOWXCEBXPTN-UHFFFAOYSA-N,-3.401,,-0.0,0
bromadiolone,-7.877000000000001,1,527.4140000000002,2,5,6,70.67,-4.445,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,OWNRRUFOJXFKCU-UHFFFAOYSA-N,OWNRRUFOJXFKCU-UHFFFAOYSA-N,-4.445,,-0.0,0
Nitromethane,-0.042,1,61.040000000000006,0,0,0,43.14,0.26,CN(=O)=O,C[N+](=O)[O-],LYGJENNIWJXYER-UHFFFAOYSA-N,LYGJENNIWJXYER-UHFFFAOYSA-N,0.26,,0.0,0
Triallate,-4.578,1,304.67,0,0,4,20.31,-4.88,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,MWBPRDONLNQCFV-UHFFFAOYSA-N,MWBPRDONLNQCFV-UHFFFAOYSA-N,-4.88,,-0.0,0
"1,5-Hexadiene ",-2.112,1,82.14599999999999,0,0,3,0.0,-2.68,C=CCCC=C,C=CCCC=C,PYGSKMBEVAICCR-UHFFFAOYSA-N,PYGSKMBEVAICCR-UHFFFAOYSA-N,-2.68,,-0.0,0
Indole,-2.654,2,117.15099999999995,1,2,0,15.79,-1.52,c2ccc1[nH]ccc1c2,c1ccc2[nH]ccc2c1,SIKJAQJRHWYJAI-UHFFFAOYSA-N,SIKJAQJRHWYJAI-UHFFFAOYSA-N,-1.52,,-0.0,0
Androstenedione,-3.393,1,286.415,0,4,0,34.14,-3.69,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,AEMFNILZOJDQLW-UHFFFAOYSA-N,AEMFNILZOJDQLW-UHFFFAOYSA-N,-3.69,,-0.0,0
1-Hexene,-2.364,1,84.16199999999999,0,0,3,0.0,-3.23,CCCCC=C,C=CCCCC,LIKMAJRDDDTEIG-UHFFFAOYSA-N,LIKMAJRDDDTEIG-UHFFFAOYSA-N,-3.23,,-0.0,0
Xipamide,-3.642,1,354.8150000000001,3,2,3,109.48999999999998,-3.79,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,MTZBBNMLMNBNJL-UHFFFAOYSA-N,MTZBBNMLMNBNJL-UHFFFAOYSA-N,-3.79,,-0.0,0
Ethylcyclohexane,-3.245,1,112.216,0,1,1,0.0,-4.25,CCC1CCCCC1,CCC1CCCCC1,IIEWJVIFRVWJOD-UHFFFAOYSA-N,IIEWJVIFRVWJOD-UHFFFAOYSA-N,-4.25,,-0.0,0
